Timestamp(UTC),Timestamp(UTS),Timestamp(Local),Sandy Lane (9)-Temp(C)-slotB,Sandy Lane (9)-Humidity(%RH)-slotB,Sandy Lane (9)-NO2(ug/m3)-slotB,Sandy Lane (9)-O3(ug/m3)-slotB,Sandy Lane (9)-NO(ug/m3)-slotB,Sandy Lane (9)-PM1(ug/m3)-slotB,Sandy Lane (9)-PM2.5(ug/m3)-slotB,Sandy Lane (9)-PM10(ug/m3)-slotB,Sandy Lane (9)-Ambient temp(C)-slotB,Sandy Lane (9)-Ambient humidity(%RH)-slotB,Sandy Lane (9)-Ambient pressure(hPa)-slotB
"2021-12-19T12:00:33+00:00",1639915233,"2021-12-19T12:00:33+0000",4,85,85.64,0,58.66,18.53,18.53,26.82,4,90,1032.8
"2021-12-19T12:01:33+00:00",1639915293,"2021-12-19T12:01:33+0000",4,85,84.98,0,70.54,20.66,20.66,30.07,4,90,1032.8
"2021-12-19T12:02:33+00:00",1639915353,"2021-12-19T12:02:33+0000",4,85,85.2,0,61.54,19.24,19.24,27.38,4,90,1032.8
"2021-12-19T12:03:33+00:00",1639915413,"2021-12-19T12:03:33+0000",4,85,84.55,0,65.14,19.95,19.95,29.02,4,90,1032.7
"2021-12-19T12:04:33+00:00",1639915473,"2021-12-19T12:04:33+0000",4,85,84.55,0,63.46,21.38,21.38,30.63,4,90,1032.7
"2021-12-19T12:05:33+00:00",1639915533,"2021-12-19T12:05:33+0000",4,85,85.01,0,69.1,22.09,22.09,33.88,4,90,1032.7
"2021-12-19T12:06:33+00:00",1639915593,"2021-12-19T12:06:33+0000",4,85,85.45,0,59.5,21.38,21.38,30.65,4,90,1032.7
"2021-12-19T12:07:33+00:00",1639915653,"2021-12-19T12:07:33+0000",4,85,85.01,0,64.18,20.66,20.66,30.11,4,91,1032.7
"2021-12-19T12:08:33+00:00",1639915713,"2021-12-19T12:08:33+0000",4,85,85.68,0,68.86,21.38,21.38,31.22,4,91,1032.7
"2021-12-19T12:09:33+00:00",1639915773,"2021-12-19T12:09:33+0000",4,85,85.4,0,57.22,21.38,21.38,29.6,4,91,1032.7
"2021-12-19T12:10:33+00:00",1639915833,"2021-12-19T12:10:33+0000",4,85,85.84,0,68.19,22.09,22.09,33.37,4,91,1032.7
"2021-12-19T12:11:33+00:00",1639915893,"2021-12-19T12:11:33+0000",4,85,86.5,0,49.75,21.38,21.38,30.68,4,91,1032.6
"2021-12-19T12:12:33+00:00",1639915953,"2021-12-19T12:12:33+0000",4,85,86.5,0,55.78,20.66,20.66,28.52,4,91,1032.6
"2021-12-19T12:13:33+00:00",1639916013,"2021-12-19T12:13:33+0000",4,85,86.66,0,60.26,21.38,21.38,33.91,4,91,1032.6
"2021-12-19T12:14:33+00:00",1639916073,"2021-12-19T12:14:33+0000",4,85,86.66,0,74.05,19.24,19.24,27.99,4,91,1032.6
"2021-12-19T12:15:33+00:00",1639916133,"2021-12-19T12:15:33+0000",4,85,87.33,0,78.65,20.66,20.66,30.14,4,91,1032.6
"2021-12-19T12:16:33+00:00",1639916193,"2021-12-19T12:16:33+0000",4,85,86.37,0,64.89,20.66,20.66,30.68,4,91,1032.6
"2021-12-19T12:17:33+00:00",1639916253,"2021-12-19T12:17:33+0000",4,85,86.37,0,59.3,19.24,19.24,27.45,4,91,1032.6
"2021-12-19T12:18:33+00:00",1639916313,"2021-12-19T12:18:33+0000",4,85,87.03,0,72.18,19.24,19.24,29.04,4,91,1032.6
"2021-12-19T12:19:33+00:00",1639916373,"2021-12-19T12:19:33+0000",4,85,87.47,0,63.31,20.66,20.66,30.11,4,91,1032.6
"2021-12-19T12:20:33+00:00",1639916433,"2021-12-19T12:20:33+0000",4,85,87.63,0,72.13,19.95,19.95,27.43,4,91,1032.6
"2021-12-19T12:21:33+00:00",1639916493,"2021-12-19T12:21:33+0000",4,85,87.63,0,70.42,20.66,20.66,29.04,4,91,1032.6
"2021-12-19T12:22:33+00:00",1639916553,"2021-12-19T12:22:33+0000",4,85,87.63,0,64.32,19.95,19.95,30.65,4,91,1032.6
"2021-12-19T12:23:33+00:00",1639916613,"2021-12-19T12:23:33+0000",4,85,88.29,0,67.25,19.24,19.24,30.11,4,91,1032.6
"2021-12-19T12:24:33+00:00",1639916673,"2021-12-19T12:24:33+0000",5,85,87.8,0,54.43,20.66,20.66,32.83,4,91,1032.6
"2021-12-19T12:25:33+00:00",1639916733,"2021-12-19T12:25:33+0000",5,85,87.8,0,67.42,19.24,19.24,30.14,4,91,1032.6
"2021-12-19T12:26:33+00:00",1639916793,"2021-12-19T12:26:33+0000",5,85,87.57,0,63.01,21.38,21.38,29.6,4,90,1032.6
"2021-12-19T12:27:33+00:00",1639916853,"2021-12-19T12:27:33+0000",5,85,88.24,0,62.15,19.24,19.24,30.68,4,90,1032.6
"2021-12-19T12:28:33+00:00",1639916913,"2021-12-19T12:28:33+0000",5,85,87.73,0,64.52,20.66,20.66,32.29,4,90,1032.5
"2021-12-19T12:29:33+00:00",1639916973,"2021-12-19T12:29:33+0000",5,85,87.08,0,62.55,20.66,20.66,29.09,4,90,1032.5
"2021-12-19T12:30:33+00:00",1639917033,"2021-12-19T12:30:33+0000",5,85,86.63,0,64.15,19.24,19.24,29.63,4,90,1032.5
"2021-12-19T12:31:33+00:00",1639917093,"2021-12-19T12:31:33+0000",5,85,85.98,0,58.73,19.24,19.24,27.49,4,90,1032.5
"2021-12-19T12:33:48+00:00",1639917228,"2021-12-19T12:33:48+0000",5,85,86.43,0,63.53,19.95,19.95,27.51,4,90,1032.5
"2021-12-19T12:34:48+00:00",1639917288,"2021-12-19T12:34:48+0000",5,85,86.21,0,64.15,19.95,19.95,28.59,4,90,1032.4
"2021-12-19T12:35:48+00:00",1639917348,"2021-12-19T12:35:48+0000",5,85,87.03,0,71.96,19.24,19.24,30.21,4,90,1032.4
"2021-12-19T12:36:48+00:00",1639917408,"2021-12-19T12:36:48+0000",5,85,86.82,0,66.53,20.66,20.66,29.7,4,90,1032.4
"2021-12-19T12:37:48+00:00",1639917468,"2021-12-19T12:37:48+0000",5,85,86.38,0,58.87,20.66,20.66,29.7,4,90,1032.4
"2021-12-19T12:38:48+00:00",1639917528,"2021-12-19T12:38:48+0000",5,85,87.71,0,52.82,18.53,18.53,30.24,5,90,1032.4
"2021-12-19T12:39:48+00:00",1639917588,"2021-12-19T12:39:48+0000",5,85,86.16,0,63.56,18.53,18.53,27,5,90,1032.4
"2021-12-19T12:40:48+00:00",1639917648,"2021-12-19T12:40:48+0000",5,84,85.06,0,60.6,17.81,17.81,27.02,5,90,1032.4
"2021-12-19T12:41:48+00:00",1639917708,"2021-12-19T12:41:48+0000",5,84,83.89,0,55.41,17.1,17.1,23.77,5,90,1032.4
"2021-12-19T12:42:48+00:00",1639917768,"2021-12-19T12:42:48+0000",5,84,84.33,0,57.15,17.1,17.1,23.77,5,90,1032.4
"2021-12-19T12:43:48+00:00",1639917828,"2021-12-19T12:43:48+0000",5,84,84.33,0,53.18,17.81,17.81,23.77,5,90,1032.4
"2021-12-19T12:44:48+00:00",1639917888,"2021-12-19T12:44:48+0000",5,84,83.89,0,43.26,17.81,17.81,24.31,5,90,1032.4
"2021-12-19T12:45:48+00:00",1639917948,"2021-12-19T12:45:48+0000",5,84,83.68,0,65.83,17.1,17.1,25.41,5,90,1032.4
"2021-12-19T12:46:48+00:00",1639918008,"2021-12-19T12:46:48+0000",5,84,84.94,0,59.15,17.81,17.81,24.87,5,90,1032.4
"2021-12-19T12:47:48+00:00",1639918068,"2021-12-19T12:47:48+0000",5,84,83.39,0,49.19,16.39,16.39,21.08,5,89,1032.3
"2021-12-19T12:48:48+00:00",1639918128,"2021-12-19T12:48:48+0000",5,84,84.07,0,63.75,16.39,16.39,22.18,5,89,1032.3
"2021-12-19T12:49:48+00:00",1639918188,"2021-12-19T12:49:48+0000",5,84,83.19,0,51.8,17.1,17.1,24.37,5,89,1032.3
"2021-12-19T12:50:48+00:00",1639918248,"2021-12-19T12:50:48+0000",5,84,82.52,0,45.33,15.68,15.68,25.45,5,89,1032.3
"2021-12-19T12:51:48+00:00",1639918308,"2021-12-19T12:51:48+0000",5,84,82.31,0,44.46,17.1,17.1,23.3,5,89,1032.3
"2021-12-19T12:52:48+00:00",1639918368,"2021-12-19T12:52:48+0000",5,84,81.88,0,64.25,17.1,17.1,23.31,5,89,1032.3
"2021-12-19T12:53:48+00:00",1639918428,"2021-12-19T12:53:48+0000",5,84,82.34,0,53.79,16.39,16.39,21.7,5,89,1032.3
"2021-12-19T12:54:48+00:00",1639918488,"2021-12-19T12:54:48+0000",5,84,83.38,0,44.66,17.1,17.1,24.42,5,89,1032.3
"2021-12-19T12:55:48+00:00",1639918548,"2021-12-19T12:55:48+0000",5,84,83.83,0,57.41,17.1,17.1,23.89,5,89,1032.3
"2021-12-19T12:56:48+00:00",1639918608,"2021-12-19T12:56:48+0000",5,84,84.07,0,54.79,17.81,17.81,24.46,5,89,1032.3
"2021-12-19T12:57:48+00:00",1639918668,"2021-12-19T12:57:48+0000",5,84,85.62,0,55.04,17.81,17.81,27.19,5,89,1032.2
"2021-12-19T12:58:48+00:00",1639918728,"2021-12-19T12:58:48+0000",5,84,83.85,0,64.16,17.81,17.81,25,5,89,1032.2
"2021-12-19T12:59:48+00:00",1639918788,"2021-12-19T12:59:48+0000",5,84,85.19,0,63.41,17.81,17.81,29.4,5,89,1032.2
"2021-12-19T13:00:48+00:00",1639918848,"2021-12-19T13:00:48+0000",5,84,82.53,0,58.29,18.53,18.53,27.76,5,89,1032.2
"2021-12-19T13:01:48+00:00",1639918908,"2021-12-19T13:01:48+0000",5,83,81.43,0,48.66,18.53,18.53,26.68,5,89,1032.2
"2021-12-19T13:02:48+00:00",1639918968,"2021-12-19T13:02:48+0000",5,83,82.11,0,56.66,17.81,17.81,27.25,5,89,1032.2
"2021-12-19T13:03:48+00:00",1639919028,"2021-12-19T13:03:48+0000",5,83,82.55,0,56.16,17.81,17.81,26.7,5,89,1032.2
"2021-12-19T13:04:48+00:00",1639919088,"2021-12-19T13:04:48+0000",5,83,82.77,0,59.04,17.81,17.81,25.61,5,89,1032.2
"2021-12-19T13:05:48+00:00",1639919148,"2021-12-19T13:05:48+0000",5,83,81.88,0,62.79,17.1,17.1,25.61,5,89,1032.2
"2021-12-19T13:06:48+00:00",1639919208,"2021-12-19T13:06:48+0000",5,83,81.88,0,62.16,17.81,17.81,25.61,5,89,1032.2
"2021-12-19T13:07:48+00:00",1639919268,"2021-12-19T13:07:48+0000",5,83,82.56,0,54.29,17.81,17.81,25.63,5,89,1032.2
"2021-12-19T13:08:48+00:00",1639919328,"2021-12-19T13:08:48+0000",5,83,82.33,0,62.91,17.1,17.1,24.51,5,89,1032.2
"2021-12-19T13:09:48+00:00",1639919388,"2021-12-19T13:09:48+0000",5,83,81.15,0,60.68,17.1,17.1,27.25,5,89,1032.2
"2021-12-19T13:10:48+00:00",1639919448,"2021-12-19T13:10:48+0000",5,83,81.82,0,57.17,17.1,17.1,26.16,5,89,1032.2
"2021-12-19T13:11:48+00:00",1639919508,"2021-12-19T13:11:48+0000",5,83,81.82,0,54.03,17.1,17.1,24.51,5,89,1032.1
"2021-12-19T13:12:48+00:00",1639919568,"2021-12-19T13:12:48+0000",5,83,81.38,0,53.65,17.1,17.1,26.16,5,89,1032.1
"2021-12-19T13:13:48+00:00",1639919628,"2021-12-19T13:13:48+0000",5,83,82.26,0,61.81,16.39,16.39,22.87,5,89,1032.1
"2021-12-19T13:14:48+00:00",1639919688,"2021-12-19T13:14:48+0000",5,83,81.38,0,65.83,17.81,17.81,26.7,5,89,1032.1
"2021-12-19T13:15:48+00:00",1639919748,"2021-12-19T13:15:48+0000",5,83,80.2,0,53.65,17.1,17.1,22.32,5,89,1032.1
"2021-12-19T13:16:48+00:00",1639919808,"2021-12-19T13:16:48+0000",5,83,80.88,0,41.55,15.68,15.68,23.98,5,89,1032.1
"2021-12-19T13:17:48+00:00",1639919868,"2021-12-19T13:17:48+0000",5,83,82.43,0,49.24,17.1,17.1,22.89,5,89,1032.1
"2021-12-19T13:18:48+00:00",1639919928,"2021-12-19T13:18:48+0000",5,83,81.78,0,63.1,17.1,17.1,27.29,5,89,1032.1
"2021-12-19T13:19:48+00:00",1639919988,"2021-12-19T13:19:48+0000",5,83,80.22,0,49.24,17.1,17.1,24,5,89,1032.1
"2021-12-19T13:20:48+00:00",1639920048,"2021-12-19T13:20:48+0000",5,83,80.68,0,60.45,16.39,16.39,23.47,5,88,1032.1
"2021-12-19T13:21:48+00:00",1639920108,"2021-12-19T13:21:48+0000",5,83,80.24,0,44.57,16.39,16.39,22.92,5,88,1032.1
"2021-12-19T13:22:48+00:00",1639920168,"2021-12-19T13:22:48+0000",5,83,80.91,0,49.49,16.39,16.39,22.94,5,88,1032.1
"2021-12-19T13:23:48+00:00",1639920228,"2021-12-19T13:23:48+0000",5,83,81.81,0,56.92,15.68,15.68,21.3,5,88,1032.1
"2021-12-19T13:24:48+00:00",1639920288,"2021-12-19T13:24:48+0000",5,83,83.15,0,57.05,17.1,17.1,24.07,5,88,1032.1
"2021-12-19T13:25:48+00:00",1639920348,"2021-12-19T13:25:48+0000",5,83,80.87,0,60.09,17.1,17.1,26.83,5,88,1032.1
"2021-12-19T13:26:48+00:00",1639920408,"2021-12-19T13:26:48+0000",5,83,80.44,0,50.22,15.68,15.68,22.43,5,88,1032.1
"2021-12-19T13:29:10+00:00",1639920550,"2021-12-19T13:29:10+0000",5,83,79.63,0,56.92,17.1,17.1,24.11,5,88,1032.1
"2021-12-19T13:30:10+00:00",1639920610,"2021-12-19T13:30:10+0000",5,83,79.34,0,45.04,17.1,17.1,24.66,5,88,1032.1
"2021-12-19T13:31:10+00:00",1639920670,"2021-12-19T13:31:10+0000",5,83,78.9,0,54.78,17.81,17.81,27.98,5,88,1032.1
"2021-12-19T13:32:10+00:00",1639920730,"2021-12-19T13:32:10+0000",5,82,78.97,0,55.28,17.1,17.1,25.79,5,88,1032.1
"2021-12-19T13:33:10+00:00",1639920790,"2021-12-19T13:33:10+0000",5,82,79.86,0,64.1,16.39,16.39,23.02,5,88,1032.1
"2021-12-19T13:34:10+00:00",1639920850,"2021-12-19T13:34:10+0000",5,82,79.19,0,57.05,17.1,17.1,25.23,5,88,1032
"2021-12-19T13:35:10+00:00",1639920910,"2021-12-19T13:35:10+0000",5,82,78.31,0,56.29,17.81,17.81,24.13,5,88,1032
"2021-12-19T13:36:10+00:00",1639920970,"2021-12-19T13:36:10+0000",5,82,76.99,0,48.23,17.81,17.81,24.7,5,88,1032
"2021-12-19T13:37:10+00:00",1639921030,"2021-12-19T13:37:10+0000",5,82,76.77,0,61.96,18.53,18.53,26.91,5,88,1032
"2021-12-19T13:38:10+00:00",1639921090,"2021-12-19T13:38:10+0000",5,82,76.99,0,55.28,17.81,17.81,28.02,5,89,1032
"2021-12-19T13:39:10+00:00",1639921150,"2021-12-19T13:39:10+0000",5,82,77.42,0,42.18,17.81,17.81,28,5,89,1032
"2021-12-19T13:40:10+00:00",1639921210,"2021-12-19T13:40:10+0000",5,82,78.08,0,48.23,17.81,17.81,27.44,5,89,1032
"2021-12-19T13:41:10+00:00",1639921270,"2021-12-19T13:41:10+0000",5,82,77.86,0,49.36,16.39,16.39,21.91,5,89,1032
"2021-12-19T13:42:10+00:00",1639921330,"2021-12-19T13:42:10+0000",5,82,77.2,0,52.26,17.81,17.81,23.57,5,89,1032
"2021-12-19T13:43:10+00:00",1639921390,"2021-12-19T13:43:10+0000",5,82,77.71,0,52.15,17.81,17.81,25.23,5,89,1032
"2021-12-19T13:44:10+00:00",1639921450,"2021-12-19T13:44:10+0000",5,82,78.15,0,50.77,17.1,17.1,26.89,5,89,1032
"2021-12-19T13:45:10+00:00",1639921510,"2021-12-19T13:45:10+0000",5,83,79.25,0,51.14,17.81,17.81,25.21,5,89,1032
"2021-12-19T13:46:10+00:00",1639921570,"2021-12-19T13:46:10+0000",5,83,78.58,0,48.76,17.1,17.1,23.56,5,89,1031.9
"2021-12-19T13:47:10+00:00",1639921630,"2021-12-19T13:47:10+0000",5,83,79.47,0,56.41,17.81,17.81,28.53,5,89,1032
"2021-12-19T13:48:10+00:00",1639921690,"2021-12-19T13:48:10+0000",5,83,78.8,0,58.92,17.81,17.81,26.32,5,89,1032
"2021-12-19T13:49:10+00:00",1639921750,"2021-12-19T13:49:10+0000",5,83,79.01,0,53.65,17.1,17.1,24.09,5,89,1031.9
"2021-12-19T13:50:10+00:00",1639921810,"2021-12-19T13:50:10+0000",5,83,77.68,0,55.41,17.1,17.1,27.4,5,89,1031.9
"2021-12-19T13:51:10+00:00",1639921870,"2021-12-19T13:51:10+0000",5,83,77.46,0,55.66,17.1,17.1,26.3,5,89,1031.9
"2021-12-19T13:52:10+00:00",1639921930,"2021-12-19T13:52:10+0000",5,83,77.01,0,55.16,17.1,17.1,26.83,5,89,1031.9
"2021-12-19T13:53:10+00:00",1639921990,"2021-12-19T13:53:10+0000",5,83,76.34,0,54.41,18.53,18.53,29.03,5,89,1031.9
"2021-12-19T13:54:10+00:00",1639922050,"2021-12-19T13:54:10+0000",5,83,78.62,0,57.41,17.81,17.81,25.73,5,89,1031.9
"2021-12-19T13:55:10+00:00",1639922110,"2021-12-19T13:55:10+0000",5,83,76.4,0,53.54,17.81,17.81,29.01,5,90,1031.9
"2021-12-19T13:56:10+00:00",1639922170,"2021-12-19T13:56:10+0000",5,83,76.17,0,56.04,18.53,18.53,27.91,5,90,1031.9
"2021-12-19T13:57:10+00:00",1639922230,"2021-12-19T13:57:10+0000",5,83,75.73,0,44.41,18.53,18.53,30.11,5,90,1031.9
"2021-12-19T13:58:10+00:00",1639922290,"2021-12-19T13:58:10+0000",5,83,75.94,0,53.66,17.81,17.81,27.89,5,90,1031.9
"2021-12-19T13:59:10+00:00",1639922350,"2021-12-19T13:59:10+0000",5,83,75.5,0,55.91,19.24,19.24,28.99,5,90,1031.9
"2021-12-19T14:00:10+00:00",1639922410,"2021-12-19T14:00:10+0000",5,83,75.71,0,45.54,19.24,19.24,27.32,5,90,1031.9
"2021-12-19T14:01:10+00:00",1639922470,"2021-12-19T14:01:10+0000",5,83,75.49,0,51.54,18.53,18.53,26.22,5,90,1031.9
"2021-12-19T14:02:10+00:00",1639922530,"2021-12-19T14:02:10+0000",5,83,75.49,0,54.66,18.53,18.79,30.61,5,90,1031.9
"2021-12-19T14:03:10+00:00",1639922590,"2021-12-19T14:03:10+0000",5,83,75.25,0,48.91,18.53,18.53,30.04,5,90,1031.9
"2021-12-19T14:04:10+00:00",1639922650,"2021-12-19T14:04:10+0000",5,83,74.37,0,48.41,17.81,17.81,27.84,5,90,1031.9
"2021-12-19T14:05:10+00:00",1639922710,"2021-12-19T14:05:10+0000",5,83,75.24,0,56.16,19.24,19.24,28.37,5,90,1031.8
"2021-12-19T14:06:10+00:00",1639922770,"2021-12-19T14:06:10+0000",5,83,74.8,0,50.16,19.95,19.95,31.11,5,90,1031.8
"2021-12-19T14:07:10+00:00",1639922830,"2021-12-19T14:07:10+0000",5,83,74.34,0,45.41,19.24,19.24,28.9,5,90,1031.8
"2021-12-19T14:08:10+00:00",1639922890,"2021-12-19T14:08:10+0000",5,83,74.79,0,53.29,17.81,17.81,29.99,5,90,1031.8
"2021-12-19T14:09:10+00:00",1639922950,"2021-12-19T14:09:10+0000",5,83,74.79,0,47.91,19.95,19.95,30.54,5,90,1031.8
"2021-12-19T14:10:10+00:00",1639923010,"2021-12-19T14:10:10+0000",5,83,75.22,0,49.04,20.66,20.66,30.51,5,90,1031.8
"2021-12-19T14:11:10+00:00",1639923070,"2021-12-19T14:11:10+0000",5,83,76.55,0,48.04,18.53,18.53,28.33,5,90,1031.8
"2021-12-19T14:12:10+00:00",1639923130,"2021-12-19T14:12:10+0000",5,83,74.78,0,43.41,18.53,18.53,28.33,5,90,1031.8
"2021-12-19T14:13:10+00:00",1639923190,"2021-12-19T14:13:10+0000",5,84,74.54,0,52.79,18.53,18.53,31.04,5,90,1031.8
"2021-12-19T14:14:10+00:00",1639923250,"2021-12-19T14:14:10+0000",5,84,73.72,0,51.68,18.53,18.53,27.21,5,90,1031.8
"2021-12-19T14:15:10+00:00",1639923310,"2021-12-19T14:15:10+0000",5,84,74.83,0,46.32,18.53,18.53,26.66,5,90,1031.8
"2021-12-19T14:16:10+00:00",1639923370,"2021-12-19T14:16:10+0000",5,84,75.48,0,39.72,19.24,19.24,27.73,5,90,1031.8
"2021-12-19T14:17:10+00:00",1639923430,"2021-12-19T14:17:10+0000",5,84,81.85,0,68.66,19.95,19.95,28.28,5,91,1031.8
"2021-12-19T14:18:10+00:00",1639923490,"2021-12-19T14:18:10+0000",5,84,77.26,0,55.66,18.53,18.66,29.92,5,91,1031.8
"2021-12-19T14:19:10+00:00",1639923550,"2021-12-19T14:19:10+0000",5,84,87.46,0,104.84,20.66,20.66,30.46,5,91,1031.7
"2021-12-19T14:20:10+00:00",1639923610,"2021-12-19T14:20:10+0000",5,84,78.58,0,62.26,19.24,19.24,29.89,5,91,1031.7
"2021-12-19T14:21:10+00:00",1639923670,"2021-12-19T14:21:10+0000",5,84,77.03,0,42.21,19.24,19.24,28.26,5,91,1031.7
"2021-12-19T14:22:10+00:00",1639923730,"2021-12-19T14:22:10+0000",5,84,76.58,0,57.15,18.53,18.53,29.89,5,91,1031.7
"2021-12-19T14:24:24+00:00",1639923864,"2021-12-19T14:24:24+0000",5,84,79.01,0,69.98,20.66,20.66,28.78,5,91,1031.7
"2021-12-19T14:25:24+00:00",1639923924,"2021-12-19T14:25:24+0000",5,84,76.35,0,60.52,19.24,19.24,29.87,5,91,1031.7
"2021-12-19T14:26:24+00:00",1639923984,"2021-12-19T14:26:24+0000",5,84,75.45,0,57.78,18.53,18.53,27.12,5,91,1031.7
"2021-12-19T14:27:24+00:00",1639924044,"2021-12-19T14:27:24+0000",5,84,76.12,0,56.78,20.66,20.66,27.67,5,91,1031.7
"2021-12-19T14:28:24+00:00",1639924104,"2021-12-19T14:28:24+0000",5,84,79,0,56.66,20.66,20.66,30.39,5,91,1031.7
"2021-12-19T14:29:24+00:00",1639924164,"2021-12-19T14:29:24+0000",5,84,77.21,0,74.21,18.53,18.53,27.65,5,91,1031.7
"2021-12-19T14:30:24+00:00",1639924224,"2021-12-19T14:30:24+0000",5,84,76.61,0,57.89,19.24,19.24,28.19,5,91,1031.7
"2021-12-19T14:31:24+00:00",1639924284,"2021-12-19T14:31:24+0000",5,84,78.1,0,61.26,19.24,19.24,28.73,5,91,1031.6
"2021-12-19T14:32:24+00:00",1639924344,"2021-12-19T14:32:24+0000",5,84,81.04,0,74.26,19.24,19.24,31.43,5,91,1031.6
"2021-12-19T14:33:24+00:00",1639924404,"2021-12-19T14:33:24+0000",5,84,77.93,0,48.34,20.66,20.66,29.25,5,91,1031.6
"2021-12-19T14:34:24+00:00",1639924464,"2021-12-19T14:34:24+0000",5,84,75.72,0,60.87,18.53,18.53,27.08,5,91,1031.6
"2021-12-19T14:35:24+00:00",1639924524,"2021-12-19T14:35:24+0000",5,84,77.04,0,59.38,18.53,18.53,30.31,5,91,1031.6
"2021-12-19T14:36:24+00:00",1639924584,"2021-12-19T14:36:24+0000",5,84,75.92,0,52.31,21.38,21.38,30.83,5,91,1031.6
"2021-12-19T14:37:24+00:00",1639924644,"2021-12-19T14:37:24+0000",5,84,75.47,0,51.2,20.66,20.66,30.83,5,91,1031.6
"2021-12-19T14:38:24+00:00",1639924704,"2021-12-19T14:38:24+0000",5,84,74.8,0,38.18,20.66,20.66,30.26,5,91,1031.6
"2021-12-19T14:39:24+00:00",1639924764,"2021-12-19T14:39:24+0000",5,84,75.24,0,44.5,19.24,19.24,29.72,5,91,1031.6
"2021-12-19T14:40:24+00:00",1639924824,"2021-12-19T14:40:24+0000",5,84,74.8,0,52.19,19.24,19.24,28.1,5,91,1031.6
"2021-12-19T14:41:24+00:00",1639924884,"2021-12-19T14:41:24+0000",5,85,74.78,0,60.25,19.24,19.24,28.08,5,91,1031.6
"2021-12-19T14:42:24+00:00",1639924944,"2021-12-19T14:42:24+0000",5,85,74.33,0,49.46,18.53,18.53,26.97,5,91,1031.5
"2021-12-19T14:43:24+00:00",1639925004,"2021-12-19T14:43:24+0000",5,85,74.33,0,43.88,19.24,19.24,30.21,5,91,1031.5
"2021-12-19T14:44:24+00:00",1639925064,"2021-12-19T14:44:24+0000",5,85,75.22,0,53.92,20.66,20.66,31.29,5,91,1031.5
"2021-12-19T14:45:24+00:00",1639925124,"2021-12-19T14:45:24+0000",5,85,75.66,0,61.74,19.24,19.24,30.21,5,91,1031.5
"2021-12-19T14:46:24+00:00",1639925184,"2021-12-19T14:46:24+0000",5,85,74.17,0,53.19,19.24,19.24,29.13,5,91,1031.5
"2021-12-19T14:47:24+00:00",1639925244,"2021-12-19T14:47:24+0000",5,85,73.94,0,54.55,19.24,19.24,31.27,5,91,1031.4
"2021-12-19T14:48:24+00:00",1639925304,"2021-12-19T14:48:24+0000",5,85,74.38,0,51.71,20.66,20.66,30.19,5,91,1031.4
"2021-12-19T14:49:24+00:00",1639925364,"2021-12-19T14:49:24+0000",5,85,73.94,0,43.8,19.24,19.24,32.35,5,91,1031.4
"2021-12-19T14:50:24+00:00",1639925424,"2021-12-19T14:50:24+0000",5,85,73.5,0,40.96,21.38,21.38,31.27,5,91,1031.4
"2021-12-19T14:51:24+00:00",1639925484,"2021-12-19T14:51:24+0000",5,85,73.5,0,55.66,18.53,18.53,29.11,5,91,1031.4
"2021-12-19T14:52:24+00:00",1639925544,"2021-12-19T14:52:24+0000",5,85,72.83,0,50.23,20.66,20.66,30.73,5,91,1031.4
"2021-12-19T14:53:24+00:00",1639925604,"2021-12-19T14:53:24+0000",5,85,72.82,0,37.38,21.38,21.38,34.48,5,91,1031.4
"2021-12-19T14:54:24+00:00",1639925664,"2021-12-19T14:54:24+0000",5,85,72.38,0,57.26,22.09,22.09,31.78,5,91,1031.3
"2021-12-19T14:55:24+00:00",1639925724,"2021-12-19T14:55:24+0000",5,85,72.83,0,57.02,22.8,22.8,34.51,5,91,1031.3
"2021-12-19T14:56:24+00:00",1639925784,"2021-12-19T14:56:24+0000",5,85,73.49,0,58.99,22.09,22.09,30.16,5,91,1031.3
"2021-12-19T14:57:24+00:00",1639925844,"2021-12-19T14:57:24+0000",5,85,72.38,0,46.64,20.66,20.66,31.24,5,91,1031.3
"2021-12-19T14:58:24+00:00",1639925904,"2021-12-19T14:58:24+0000",5,85,71.71,0,61.22,19.95,19.95,29.63,5,91,1031.3
"2021-12-19T14:59:24+00:00",1639925964,"2021-12-19T14:59:24+0000",5,85,72.15,0,44.42,20.66,20.66,32.32,5,91,1031.3
"2021-12-19T15:00:24+00:00",1639926024,"2021-12-19T15:00:24+0000",5,85,72.81,0,54.55,19.95,19.95,28.52,5,91,1031.3
"2021-12-19T15:01:24+00:00",1639926084,"2021-12-19T15:01:24+0000",5,85,73.26,0,59.98,18.53,18.53,28.01,5,91,1031.3
"2021-12-19T15:02:24+00:00",1639926144,"2021-12-19T15:02:24+0000",5,85,72.59,0,59.12,18.53,18.53,30.14,5,91,1031.3
"2021-12-19T15:03:24+00:00",1639926204,"2021-12-19T15:03:24+0000",5,85,71.26,0,49.48,17.81,17.81,26.91,5,91,1031.3
"2021-12-19T15:04:24+00:00",1639926264,"2021-12-19T15:04:24+0000",5,85,70.88,0,43.24,18.53,18.53,27.45,5,91,1031.3
"2021-12-19T15:05:24+00:00",1639926324,"2021-12-19T15:05:24+0000",5,85,71.77,0,42.38,19.24,19.24,29.6,5,91,1031.3
"2021-12-19T15:06:24+00:00",1639926384,"2021-12-19T15:06:24+0000",5,85,70.88,0,49.39,18.53,18.53,27.99,4,91,1031.3
